NO,허가일자,상호,설비용량(KW),설치장소,상태,사업개시일,데이터기준일자
1035,2018-09-14,토산리 태양광발전소,944.64,제주특별자치도 서귀포시 표선면 토산리 678번지,사업개시,2022-10-13,2024-06-30
1036,2018-09-15,세화리 태양광발전소,978.12,제주특별자치도 서귀포시 표선면 세화리 2349번지,사업개시,2021-12-21,2024-06-30
1037,2018-09-15,백록이앤씨,980.91,제주특별자치도 서귀포시 표선면 성읍리 91번지,사업개시,2021-07-29,2024-06-30
1038,2018-09-15,탐라이앤씨,957.42,제주특별자치도 서귀포시 표선면 성읍리 91번지,사업개시,2021-07-29,2024-06-30
1039,2018-09-15,에코이앤씨,979.2,제주특별자치도 서귀포시 표선면 성읍리 141번지,사업개시,2021-07-29,2024-06-30
1040,2018-09-15,제주 성읍리 2단계 태양광발전소,997.2,제주특별자치도 서귀포시 표선면 성읍리 325번지,사업개시,2021-11-01,2024-06-30
1041,2018-09-15,제주 성읍리 1단계 태양광 발전소,997.2,제주특별자치도 서귀포시 표선면 성읍리 325번지,사업개시,2021-11-01,2024-06-30
1042,2018-09-19,제주감귤54호 태양광발전소,252.84,제주특별자치도 제주시 애월읍 상가리 2-1 외1-6,사업개시,2020-06-18,2024-06-30
1043,2018-09-19,정연 태양광발전소,99.28,제주특별자치도 제주시 구좌읍 한동리 4660-1,사업개시,2020-11-12,2024-06-30
1044,2018-09-19,영태 태양광발전소,99.28,제주특별자치도 제주시 구좌읍 한동리 4660-1,사업개시,2020-11-12,2024-06-30
1045,2018-09-19,경희 태양광발전소,99.16,제주특별자치도 제주시 한경면 낙천리 2398-1,사업개시,2020-11-12,2024-06-30
1046,2018-09-19,형미 태양광발전소,99.16,제주특별자치도 제주시 한경면 낙천리 2398번지,사업개시,2020-11-12,2024-06-30
1047,2018-09-19,창훈 태양광발전소,99.28,제주특별자치도 제주시 구좌읍 한동리 4660-1,사업개시,2020-11-12,2024-06-30
1048,2018-09-19,재성2호 태양광발전소,99.16,제주특별자치도 제주시 애월읍 봉성리 2383번지,사업개시,2020-05-25,2024-06-30
1049,2018-09-19,재성1호 태양광발전소,99.16,제주특별자치도 제주시 애월읍 봉성리 2383-7,사업개시,2020-05-25,2024-06-30
1050,2018-09-19,보현 태양광발전소,994.5,제주특별자치도 제주시 구좌읍 한동리 4136번지 외4123.4132.4139,사업개시,2019-08-13,2024-06-30
1051,2018-09-19,행원 태양광발전소,994.5,제주특별자치도 제주시 구좌읍 행원리 1992번지 외2024,사업개시,2019-08-14,2024-06-30
1052,2018-09-19,삼인 태양광발전소,473.04,제주특별자치도 제주시 봉개동 841번지,사업개시,2019-10-11,2024-06-30
1053,2018-09-19,본화2호 태양광발전소,99,제주특별자치도 제주시 한경면 조수리 662번지,사업개시,2022-10-21,2024-06-30
1054,2018-09-19,본화1호 태양광발전소,99,제주특별자치도 제주시 한경면 조수리 660번지,사업개시,2022-10-25,2024-06-30
1055,2018-09-19,영진1호 태양광발전소,400.77,제주특별자치도 서귀포시 강정동 1760-1,사업개시,2021-01-12,2024-06-30
1056,2018-09-19,라일 태양광발전소,998.64,제주특별자치도 서귀포시 남원읍 남원리 665번지 외666.668.669.670.672,사업개시,2019-07-09,2024-06-30
1057,2018-09-19,후니3 태양광발전소,93.15,제주특별자치도 서귀포시 표선면 세화리 768번지,사업개시,2019-03-04,2024-06-30
1058,2018-09-19,삼달 태양광발전소,594,제주특별자치도 서귀포시 성산읍 삼달리 1903번지,사업개시,2023-03-29,2024-06-30
1059,2018-09-19,상예동 나눔에너지5호,299.3,제주특별자치도 서귀포시 상예동 1846-1,사업개시,2021-07-12,2024-06-30
1060,2018-09-19,베스트1호 태양광발전소,298.8,제주특별자치도 서귀포시 상예동 1846번지,사업개시,2020-03-24,2024-06-30
1061,2018-09-19,용눈이 태양광발전소,997.92,제주특별자치도 서귀포시 성산읍 수산리 4289번지,사업개시,2021-04-29,2024-06-30
1062,2018-09-19,덕더리굴 태양광발전소,803.52,제주특별자치도 서귀포시 성산읍 수산리 4289번지,사업개시,2021-04-29,2024-06-30
1063,2018-09-20,홍스에너지 태양광발전소,99.68,제주특별자치도 제주시 한경면 저지리 2352-1 .2351-1,사업개시,2021-12-24,2024-06-30
1064,2018-09-20,한동 태양광발전소,298.08,제주특별자치도 제주시 구좌읍 한동리 4679-1,사업개시,2020-09-23,2024-06-30
1065,2018-09-20,유민-4 태양광발전소,99.28,제주특별자치도 제주시 애월읍 광령리 3550-2,사업개시,2021-12-21,2024-06-30
1066,2018-09-20,유민-3태양광발전소,99.28,제주특별자치도 제주시 애월읍 광령리 3550번지,사업개시,2021-12-21,2024-06-30
1067,2018-09-20,와산리 태양광발전소,816,제주특별자치도 제주시 조천읍 와산리 1265번지,사업개시,2022-09-01,2024-06-30
1068,2018-09-20,온새미로 태양광발전소,99.12,제주특별자치도 제주시 한경면 낙천리 2152-1 2165,사업개시,2020-12-07,2024-06-30
1069,2018-09-20,썬파워 태양광발전소,98.82,제주특별자치도 제주시 한경면 저지리 2319-1 .2313-1,사업개시,2022-01-26,2024-06-30
1070,2018-09-20,신와 태양광발전소,166.5,제주특별자치도 제주시 조천읍 와흘리 646번지,사업개시,2019-08-07,2024-06-30
1071,2018-09-20,다빈쏠라 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2832-1,사업개시,2021-09-07,2024-06-30
1072,2018-09-20,다온쏠라 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2832-1,사업개시,2021-09-07,2024-06-30
1073,2018-09-20,병수3호 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2832번지,사업개시,2021-09-07,2024-06-30
1074,2018-09-20,솔라라2호 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2832-2,사업개시,2021-09-07,2024-06-30
1075,2018-09-20,솔라라1호 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2832-2,사업개시,2021-09-16,2024-06-30
1076,2018-09-20,미래 태양광발전소,295.65,제주특별자치도 제주시 구좌읍 평대리 2524-1 외2527,사업개시,2021-04-02,2024-06-30
1077,2018-09-20,갑부 태양광발전소,197.1,제주특별자치도 제주시 한경면 두모리 2987-1 외2987-2.2988-1,사업개시,2019-07-13,2024-06-30
1078,2018-09-20,정은 태양광발전소,998.64,제주특별자치도 제주시 한경면 두모리 974번지 외975.976-1.980.981,사업개시,2019-09-10,2024-06-30
1079,2018-09-21,무릉태양광,393.68,제주특별자치도 서귀포시 대정읍 무릉리 1316번지 1318.1319-1.1210-9,사업개시,2019-10-29,2024-06-30
1080,2018-09-27,유철 발전소,199.8,제주특별자치도 제주시 조천읍 선흘리 2289-2 외2942,사업개시,2019-07-03,2024-06-30
1081,2018-09-27,세나1호 태양광발전소,99.16,제주특별자치도 제주시 한경면 낙천리 984번지,사업개시,2020-06-18,2024-06-30
1082,2018-09-27,세나2호태양광발전소,199.8,제주특별자치도 제주시 한경면 낙천리 984번지,사업개시,2020-04-16,2024-06-30
1083,2018-09-27,대민1호 태양광발전소,298.08,제주특별자치도 제주시 한경면 낙천리 843-1,사업개시,2020-11-24,2024-06-30
1084,2018-09-27,행원에너지 태양광발전소,442,제주특별자치도 제주시 구좌읍 행원리 977번지 외978,사업개시,2019-11-18,2024-06-30
1085,2018-09-27,주원 태양광발전소,89.76,제주특별자치도 제주시 애월읍 고성리 1329-1,사업개시,2019-08-06,2024-06-30
1086,2018-09-27,은성2호 태양광발전소,295.65,제주특별자치도 제주시 조천읍 선흘리 1926-3,사업개시,2019-03-28,2024-06-30
1087,2018-09-27,유마솔라 태양광발전소,495.72,제주특별자치도 서귀포시 표선면 가시리 871번지,사업개시,2019-01-09,2024-06-30
1088,2018-09-27,행복 태양광발전소,142.2,제주특별자치도 서귀포시 대정읍 무릉리 1887-1,사업개시,2019-11-07,2024-06-30
1089,2018-10-01,흰구름 태양광발전소,493.29,제주특별자치도 제주시 한경면 낙천리 210번지,사업개시,2020-09-29,2024-06-30
1090,2018-10-01,KJ SOLAR 1호 태양광 발전소,496.4,제주특별자치도 서귀포시 대정읍 보성리 2043-16 외2043-85.2043-86,사업개시,2020-05-25,2024-06-30
1091,2018-10-03,일과 태양광발전소,194.04,제주특별자치도 서귀포시 대정읍 일과리 1202번지,사업개시,2020-08-05,2024-06-30
1092,2018-10-03,영은 태양광발전소,473.04,제주특별자치도 서귀포시 안덕면 광평리 69번지 외70.71.73,사업개시,2021-01-20,2024-06-30
1093,2018-10-03,송백태양광발전소,99.06,제주특별자치도 제주시 한림읍 동명리 1088-1 .1089-2,사업개시,2021-09-29,2024-06-30
1094,2018-10-03,태평2호 태양광발전소,99.36,제주특별자치도 제주시 한림읍 금악리 2833-5,사업개시,2020-12-01,2024-06-30
1095,2018-10-03,태평1호태양광발소,99.6,제주특별자치도 제주시 한림읍 금악리 2833번지,사업개시,2021-07-12,2024-06-30
1096,2018-10-03,밝은 태양광발전소,99.06,제주특별자치도 제주시 한림읍 동명리 1088-4 .1088-8.1089,사업개시,2021-09-29,2024-06-30
1097,2018-10-08,아름다운동행 태양광발전소,450,제주특별자치도 제주시 구좌읍 한동리 2574-5 외2563-4.2563-6.2570-3,사업개시,2020-07-15,2024-06-30
1098,2018-10-08,선광 태양광발전소,450,제주특별자치도 제주시 구좌읍 한동리 2574-3 외2563-2.2563-5.2570-2,사업개시,2020-07-15,2024-06-30
1099,2018-10-10,L 태양광발전소,97.2,제주특별자치도 제주시 한경면 고산리 488번지,사업개시,2021-01-05,2024-06-30
1100,2018-10-11,신한일 태양광발전소,867.24,제주특별자치도 제주시 구좌읍 종달리 2924-1 외2920,사업개시,2022-03-31,2024-06-30
1101,2018-10-11,배명 태양광발전소,97.92,제주특별자치도 제주시 한경면 판포리 779번지,사업개시,2019-05-14,2024-06-30
1102,2018-10-11,명수태양광발전소,99.36,제주특별자치도 제주시 한경면 저지리 1421-2,사업개시,2021-01-21,2024-06-30
1103,2018-10-11,상준태양광발전소,99.36,제주특별자치도 제주시 한경면 저지리 1421번지,사업개시,2021-01-21,2024-06-30
1104,2018-10-11,상준2호 태양광발전소,99.36,제주특별자치도 제주시 한경면 저지리 1421-3,사업개시,2021-01-21,2024-06-30
1105,2018-10-11,명수2호 태양광발전소,99.36,제주특별자치도 제주시 한경면 저지리 1421-4,사업개시,2021-01-21,2024-06-30
1106,2018-10-11,우진락 태양광발전소,99.75,제주특별자치도 서귀포시 대정읍 무릉리 1411-6,사업개시,2019-08-19,2024-06-30
1107,2018-10-16,임광에너지,295.65,제주특별자치도 제주시 한림읍 상대리 703번지,사업개시,2019-06-21,2024-06-30
1108,2018-10-16,월천에너지,447.12,제주특별자치도 제주시 한림읍 월령리 1165번지,사업개시,2019-10-08,2024-06-30
1109,2018-10-17,세린 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2430-4,사업개시,2021-01-26,2024-06-30
1110,2018-10-17,영희 태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 2430-6,사업개시,2021-01-26,2024-06-30
1111,2018-10-17,기영 태양광발전소,148.5,제주특별자치도 제주시 한림읍 금악리 2430-5,사업개시,2021-01-26,2024-06-30
1112,2018-10-17,써니태양광발전소,99.36,제주특별자치도 제주시 한경면 청수리 1365-4 603-10,사업개시,2020-12-01,2024-06-30
1113,2018-10-17,용금1호태양광발전소,99.36,제주특별자치도 제주시 한경면 조수리 1423-1 1425,사업개시,2021-01-04,2024-06-30
1114,2018-10-17,용금2호 태양광발전소,99.36,제주특별자치도 제주시 한경면 조수리 1423번지 외1425-1.1425-2,사업개시,2021-01-04,2024-06-30
1115,2018-10-18,365일에너지3태양광발전소,19.24,제주특별자치도 제주시 한경면 판포리 1987번지,사업개시,2020-02-12,2024-06-30
1116,2018-10-18,데이라이트1호태양광발전소,247.83,제주특별자치도 제주시 한경면 고산리 1130번지 외1131,사업개시,2023-08-03,2024-06-30
1117,2018-10-20,효일2호 태양광발전소,99.36,제주특별자치도 제주시 한림읍 상대리 231-49,사업개시,2020-08-14,2024-06-30
1118,2018-10-20,지혜 태양광발전소,99.36,제주특별자치도 제주시 회천동 508번지,사업개시,2019-04-08,2024-06-30
1119,2018-10-20,제주미래3 태양광발전소,155.4,제주특별자치도 제주시 한림읍 월령리 490-1,사업개시,2019-12-20,2024-06-30
1120,2018-10-20,제주미래2 태양광발전소,251.97,제주특별자치도 제주시 한림읍 월령리 489-1 외494-2,사업개시,2020-02-12,2024-06-30
1121,2018-10-29,세미2 태양광발전소,99.9,제주특별자치도 서귀포시 대정읍 동일리 475-1,사업개시,2019-09-23,2024-06-30
1122,2018-10-29,세미 태양광발전소,99.9,제주특별자치도 서귀포시 대정읍 동일리 475-1,사업개시,2019-08-28,2024-06-30
1123,2018-10-29,마리 태양광발전소,99.9,제주특별자치도 서귀포시 남원읍 의귀리 697번지,사업개시,2020-03-20,2024-06-30
1124,2018-10-30,법영4호태양광발전소,99.36,제주특별자치도 제주시 한경면 낙천리 157번지,사업개시,2020-11-24,2024-06-30
1125,2018-10-30,법영5호태양광발전소,99.36,제주특별자치도 제주시 한경면 낙천리 157-1,사업개시,2020-11-24,2024-06-30
1126,2018-10-30,상명 태양광발전소,99,제주특별자치도 제주시 한림읍 상명리 2227번지,사업개시,2023-03-08,2024-06-30
1127,2018-10-30,안정 태양광발전소,199.8,제주특별자치도 제주시 한림읍 귀덕리 2637번지,사업개시,2020-07-13,2024-06-30
1128,2018-10-31,청운2 태양광발전소,999,제주특별자치도 제주시 한림읍 금악리 1550-1 .1557-1.1558.1568.1566-1.1564,사업개시,2021-07-12,2024-06-30
1129,2018-10-31,대풍 태양광발전소,498,제주특별자치도 제주시 조천읍 함덕리 2106-1 외2178,사업개시,2019-11-27,2024-06-30
1130,2018-10-31,엠에스1호 태양광발전소,145.8,제주특별자치도 제주시 한림읍 상대리 207-14 외207-11,사업개시,2020-08-05,2024-06-30
1131,2018-11-05,W-solar 태양광발전소,397.44,제주특별자치도 제주시 한경면 두모리 1108번지,사업개시,2020-12-28,2024-06-30
1132,2018-11-05,성희 태양광발전소,97.92,제주특별자치도 제주시 해안동 1252번지,사업개시,2019-07-23,2024-06-30
1133,2018-11-12,정율3호 태양광발전소,705.96,제주특별자치도 서귀포시 성산읍 수산리 4360-4 .4362,사업개시,2021-12-10,2024-06-30
1134,2018-11-12,제주감귤131-1호 태양광발전소,298.48,제주특별자치도 서귀포시 남원읍 신흥리 1781번지,사업개시,2020-06-18,2024-06-30
1135,2018-11-16,청담쏠라 태양광발전소,197.6,제주특별자치도 서귀포시 대정읍 상모리 2926번지,사업개시,2019-09-10,2024-06-30
1136,2018-11-16,수복 태양광발전소,197.6,제주특별자치도 서귀포시 대정읍 상모리 2926번지,사업개시,2019-09-10,2024-06-30
1137,2018-11-16,송오 태양광발전소,298.08,제주특별자치도 서귀포시 표선면 가시리 2247-1,사업개시,2021-03-22,2024-06-30
1138,2018-11-16,제이에스태양광발전소,496.86,제주특별자치도 서귀포시 표선면 가시리 772번지,사업개시,2019-03-25,2024-06-30
1139,2018-11-19,시땅 태양광발전소,99.33,제주특별자치도 제주시 한림읍 금악리 3343번지,사업개시,2020-10-29,2024-06-30
1140,2018-11-19,햇살가득 태양광발전소,99.06,제주특별자치도 제주시 한림읍 상명리 119번지 .243,사업개시,2020-12-28,2024-06-30
1141,2018-11-19,연화 태양광발전소,150.15,제주특별자치도 제주시 애월읍 하가리 420번지,사업개시,2019-07-16,2024-06-30
